intake_index,animal_id,name,datetime,monthyear,found_location,intake_type,intake_condition,animal_type,sex_upon_intake,age_upon_intake,breed,color,los,outcome_index,outcome_animal_id,outcome_name,outcome_datetime,outcome_monthyear,outcome_date_of_birth,outcome_type,outcome_subtype,outcome_animal_type,sex_upon_outcome,age_upon_outcome,outcome_breed,outcome_color,days_old,species
656,A717598,Jelly Bean,12/11/2015 11:00:00 AM,12/11/2015 11:00:00 AM,Lamar And Peyton Gin in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Jack Russell Terrier/Whippet,White/Brown,6,23115,A717598,Jelly Bean,12/17/2015 02:03:00 PM,12/17/2015 02:03:00 PM,12/11/2014,Return to Owner,,Dog,Spayed Female,1 year,Jack Russell Terrier/Whippet,White/Brown,365,Dog
657,A726579,*Lenny,05/12/2016 01:57:00 PM,05/12/2016 01:57:00 PM,1710 Eastside Dr in Austin (TX),Stray,Normal,Kitten,Intact Male,1 month,Domestic Medium Hair,Black/White,23,970,A726579,*Lenny,06/04/2016 02:04:00 PM,06/04/2016 02:04:00 PM,03/21/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair,Black/White,52,Cat
658,A692877,Snowflake,11/26/2014 06:55:00 PM,11/26/2014 06:55:00 PM,4500 Steiner in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Cream Tabby/White,12,197,A692877,Snowflake,12/09/2014 03:18:00 PM,12/09/2014 03:18:00 PM,11/26/2012,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Cream Tabby/White,730,Cat
659,A740824,*Tipper,12/26/2016 03:40:00 PM,12/26/2016 03:40:00 PM,W William Cannon Dr & West Gate Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Catahoula Mix,Red/White,4,28037,A740824,*Tipper,12/31/2016 03:31:00 PM,12/31/2016 03:31:00 PM,02/26/2016,Adoption,,Dog,Neutered Male,10 months,Catahoula Mix,Red/White,304,Dog
660,A719525,Kumani,01/22/2016 09:14:00 AM,01/22/2016 09:14:00 AM,Grooms St & E 35Th St in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Rhod Ridgeback/German Shepherd,Tan,0,64976,A719525,Kumani,01/22/2016 06:46:00 PM,01/22/2016 06:46:00 PM,01/22/2006,Return to Owner,,Dog,Spayed Female,10 years,Rhod Ridgeback/German Shepherd,Tan,3652,Dog
661,A680951,Casey,06/10/2014 12:41:00 PM,06/10/2014 12:41:00 PM,Scofield Ridge Pkwy And Lamplight Village in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Labrador Retriever Mix,Yellow,2,24114,A680951,Casey,06/12/2014 05:48:00 PM,06/12/2014 05:48:00 PM,11/11/2013,Return to Owner,,Dog,Neutered Male,7 months,Labrador Retriever Mix,Yellow,211,Dog
662,A705262,Sadie,06/15/2015 12:56:00 PM,06/15/2015 12:56:00 PM,South Lamar/6Th in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Plott Hound/Boxer,Brown Brindle/White,61,3818,A705262,Sadie,08/15/2015 02:22:00 PM,08/15/2015 02:22:00 PM,06/15/2013,Adoption,,Dog,Spayed Female,2 years,Plott Hound/Boxer,Brown Brindle/White,730,Dog
663,A724359,*Hercules,11/03/2016 05:00:00 PM,11/03/2016 05:00:00 PM,4606 Molera in Austin (TX),Stray,Normal,Dog,Neutered Male,10 months,Feist/Beagle,Black/Brown,17,88793,A724359,*Hercules,11/20/2016 05:54:00 PM,11/20/2016 05:54:00 PM,12/16/2015,Adoption,Foster,Dog,Neutered Male,11 months,Feist/Beagle,Black/Brown,323,Dog
664,A670612,Sheila,11/13/2015 09:56:00 PM,11/13/2015 09:56:00 PM,4434 Frontier Trl in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Beagle,Brown/White,1,69303,A670612,Sheila,11/15/2015 11:35:00 AM,11/15/2015 11:35:00 AM,09/04/2011,Return to Owner,,Dog,Intact Female,4 years,Beagle,Brown/White,1531,Dog
665,A708477,,07/28/2015 11:45:00 AM,07/28/2015 11:45:00 AM,9117 Anderson Mill Rd in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Dachshund Longhair Mix,Black/White,4,9954,A708477,,08/01/2015 05:58:00 PM,08/01/2015 05:58:00 PM,09/28/2014,Adoption,,Dog,Neutered Male,10 months,Dachshund Longhair Mix,Black/White,303,Dog
666,A731100,Organic,09/23/2016 10:11:00 AM,09/23/2016 10:11:00 AM,2528 Glen Springs Way in Austin (TX),Public Assist,Normal,Dog,Intact Female,6 months,Pit Bull Mix,White/Brown,13,51224,A731100,Organic,10/06/2016 01:56:00 PM,10/06/2016 01:56:00 PM,03/16/2016,Adoption,,Dog,Spayed Female,6 months,Pit Bull Mix,White/Brown,191,Dog
667,A671079,,01/18/2014 11:02:00 AM,01/18/2014 11:02:00 AM,4Th And Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tan,7,13193,A671079,,01/25/2014 06:09:00 PM,01/25/2014 06:09:00 PM,01/18/2012,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan,731,Dog
668,A774183,Mr Butterbal,06/11/2018 12:38:00 PM,06/11/2018 12:38:00 PM,6700 Galindo in Austin (TX),Stray,Injured,Puppy,Unknown,4 months,Pomeranian Mix,Red,0,82548,A774183,Mr Butterbal,06/11/2018 06:40:00 PM,06/11/2018 06:40:00 PM,01/11/2018,Return to Owner,,Dog,Unknown,4 months,Pomeranian Mix,Red,151,Dog
669,A668213,Camilla,11/30/2013 11:38:00 AM,11/30/2013 11:38:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Miniature Poodle Mix,White,8,29305,A668213,Camilla,12/08/2013 02:30:00 PM,12/08/2013 02:30:00 PM,11/30/2011,Transfer,Partner,Dog,Spayed Female,2 years,Miniature Poodle Mix,White,731,Dog
670,A725872,Lova,02/01/2018 12:16:00 PM,02/01/2018 12:16:00 PM,Georgian Drive And Rundberg in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,German Shepherd,Tan/Black,0,40029,A725872,Lova,02/01/2018 06:20:00 PM,02/01/2018 06:20:00 PM,02/03/2016,Return to Owner,,Dog,Intact Female,1 year,German Shepherd,Tan/Black,729,Dog
671,A765609,*Will,01/23/2018 01:25:00 PM,01/23/2018 01:25:00 PM,11101 Decker Lake Rd in Austin (TX),Stray,Injured,Dog,Intact Male,3 years,Australian Cattle Dog Mix,Blue Tick,6,85345,A765609,*Will,01/29/2018 03:53:00 PM,01/29/2018 03:53:00 PM,01/23/2015,Adoption,,Dog,Neutered Male,3 years,Australian Cattle Dog Mix,Blue Tick,1096,Dog
672,A699406,Gruffy,03/28/2015 12:17:00 PM,03/28/2015 12:17:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Pit Bull/Chinese Sharpei,Brown Brindle/White,9,15439,A699406,Gruffy,04/06/2015 01:49:00 PM,04/06/2015 01:49:00 PM,03/27/2011,Return to Owner,,Dog,Neutered Male,4 years,Pit Bull/Chinese Sharpei,Brown Brindle/White,1462,Dog
673,A769646,Skye,04/08/2018 07:41:00 AM,04/08/2018 07:41:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Siberian Husky Mix,White,4,14712,A769646,Skye,04/12/2018 02:00:00 PM,04/12/2018 02:00:00 PM,04/08/2014,Return to Owner,,Dog,Spayed Female,4 years,Siberian Husky Mix,White,1461,Dog
674,A733498,Marley,08/22/2016 04:59:00 PM,08/22/2016 04:59:00 PM,1403 Bentwood Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Boxer Mix,Brown Brindle/White,0,51004,A733498,Marley,08/23/2016 12:39:00 PM,08/23/2016 12:39:00 PM,08/22/2013,Return to Owner,,Dog,Neutered Male,3 years,Boxer Mix,Brown Brindle/White,1096,Dog
675,A665292,,10/16/2013 07:59:00 AM,10/16/2013 07:59:00 AM,North Ec Research Blvd in Austin (TX),Stray,Nursing,Kitten,Intact Male,0 years,Domestic Shorthair Mix,Cream,0,60769,A665292,,10/16/2013 11:52:00 AM,10/16/2013 11:52:00 AM,10/16/2013,Transfer,Partner,Cat,Intact Male,0 years,Domestic Shorthair Mix,Cream,0,Cat
676,A702750,,05/17/2015 01:13:00 PM,05/17/2015 01:13:00 PM,19379 Wilkey Lane in Pflugerville (TX),Stray,Normal,Kitten,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby,0,66585,A702750,,05/17/2015 02:56:00 PM,05/17/2015 02:56:00 PM,05/02/2015,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby,15,Cat
677,A680068,Chaco,05/30/2014 11:29:00 AM,05/30/2014 11:29:00 AM,Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Australian Cattle Dog,Blue Merle/White,10,42944,A680068,Chaco,06/09/2014 04:32:00 PM,06/09/2014 04:32:00 PM,05/29/2012,Return to Owner,,Dog,Intact Male,2 years,Australian Cattle Dog,Blue Merle/White,731,Dog
678,A699435,Oxford,03/27/2015 12:28:00 PM,03/27/2015 12:28:00 PM,Kramer Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pointer/Collie Smooth,Tricolor,8,28036,A699435,Oxford,04/04/2015 03:26:00 PM,04/04/2015 03:26:00 PM,03/27/2013,Adoption,,Dog,Neutered Male,2 years,Pointer/Collie Smooth,Tricolor,730,Dog
679,A667939,,11/25/2013 12:59:00 PM,11/25/2013 12:59:00 PM,22900 Big Sandy Dr in Leander (TX),Stray,Normal,Dog,Intact Female,6 months,Labrador Retriever Mix,Black,5,58694,A667939,,12/01/2013 11:36:00 AM,12/01/2013 11:36:00 AM,05/25/2013,Died,In Kennel,Dog,Intact Female,6 months,Labrador Retriever Mix,Black,184,Dog
680,A682138,Frannie,05/09/2015 02:51:00 PM,05/09/2015 02:51:00 PM,2400 E Cesar Chavez St in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black/White,2,3200,A682138,Frannie,05/11/2015 05:52:00 PM,05/11/2015 05:52:00 PM,06/24/2011,Return to Owner,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black/White,1415,Dog
681,A750967,*Lewis,06/02/2017 03:50:00 PM,06/02/2017 03:50:00 PM,3227 E 5Th St in Austin (TX),Stray,Normal,Kitten,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,46,70701,A750967,*Lewis,07/18/2017 10:58:00 PM,07/18/2017 10:58:00 PM,05/11/2017,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,22,Cat
682,A721066,Maybay,02/20/2016 03:31:00 PM,02/20/2016 03:31:00 PM,Austin (TX),Euthanasia Request,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Black Tabby/White,1,17094,A721066,Maybay,02/22/2016 11:11:00 AM,02/22/2016 11:11:00 AM,02/20/2006,Transfer,Partner,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Black Tabby/White,3652,Cat
683,A686496,,08/22/2014 04:55:00 PM,08/22/2014 04:55:00 PM,Pflugerville (TX),Owner Surrender,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Brown Tabby,7,30833,A686496,,08/30/2014 02:53:00 PM,08/30/2014 02:53:00 PM,03/22/2014,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby,153,Cat
684,A707873,Missy,06/05/2016 11:01:00 AM,06/05/2016 11:01:00 AM,Burleson Rd And Mckinney Falls in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Queensland Heeler,Red Tick/White,6,34400,A707873,Missy,06/11/2016 01:34:00 PM,06/11/2016 01:34:00 PM,04/27/2015,Adoption,,Dog,Spayed Female,1 year,Queensland Heeler,Red Tick/White,405,Dog
685,A717461,Sweed,12/08/2015 11:37:00 AM,12/08/2015 11:37:00 AM,5500 Ross Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd Mix,Sable,5,41866,A717461,Sweed,12/13/2015 06:07:00 PM,12/13/2015 06:07:00 PM,12/08/2014,Adoption,,Dog,Neutered Male,1 year,German Shepherd Mix,Sable,365,Dog
686,A699758,*River,04/02/2015 12:22:00 PM,04/02/2015 12:22:00 PM,Montopolis/Riverside in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Labrador Retriever/Flat Coat Retriever,Brown Brindle,4,38978,A699758,*River,04/07/2015 11:03:00 AM,04/07/2015 11:03:00 AM,04/02/2010,Transfer,Partner,Dog,Neutered Male,5 years,Labrador Retriever/Flat Coat Retriever,Brown Brindle,1826,Dog
687,A682491,Pepe,06/28/2014 01:35:00 PM,06/28/2014 01:35:00 PM,Mearns Meadow & Quail Valley in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Dachshund Mix,Tricolor,5,71360,A682491,Pepe,07/03/2014 04:07:00 PM,07/03/2014 04:07:00 PM,08/28/2013,Adoption,,Dog,Neutered Male,10 months,Dachshund Mix,Tricolor,304,Dog
688,A528248,Basil,08/10/2018 11:01:00 AM,08/10/2018 11:01:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Blue,3,62795,A528248,Basil,08/13/2018 02:01:00 PM,08/13/2018 02:01:00 PM,05/21/2006,Transfer,Partner,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Blue,4464,Cat
689,A769199,Sophia,04/01/2018 11:37:00 AM,04/01/2018 11:37:00 AM,1430 Frontier Valley Trail in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Dachshund Mix,Black/Tan,2,51637,A769199,Sophia,04/03/2018 04:33:00 PM,04/03/2018 04:33:00 PM,04/01/2016,Return to Owner,,Dog,Intact Female,2 years,Dachshund Mix,Black/Tan,730,Dog
690,A531598,Rocky,02/18/2014 12:24:00 PM,02/18/2014 12:24:00 PM,3611 Brifal Path in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Border Collie,Black/White,0,76137,A531598,Rocky,02/18/2014 04:53:00 PM,02/18/2014 04:53:00 PM,02/13/2008,Return to Owner,,Dog,Neutered Male,6 years,Border Collie,Black/White,2197,Dog
691,A764404,Bartonspring,12/29/2017 02:02:00 PM,12/29/2017 02:02:00 PM,1005 Blue Fox in Austin (TX),Public Assist,Other,Dog,Neutered Male,5 years,Labrador Retriever Mix,White,0,3171,A764404,Bartonspring,12/29/2017 03:25:00 PM,12/29/2017 03:25:00 PM,12/29/2012,Return to Owner,,Dog,Neutered Male,5 years,Labrador Retriever Mix,White,1826,Dog
692,A694795,Rosie,01/04/2015 03:28:00 PM,01/04/2015 03:28:00 PM,2909 Thurgood Ave in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White,3,5720,A694795,Rosie,01/07/2015 05:10:00 PM,01/07/2015 05:10:00 PM,01/04/2014,Return to Owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,365,Dog
693,A729928,,06/25/2016 04:14:00 PM,06/25/2016 04:14:00 PM,6001 Shepherd Mountian Cv in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Bat Mix,Red,0,70151,A729928,,06/25/2016 05:14:00 PM,06/25/2016 05:14:00 PM,06/25/2014,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Red,731,Other
694,A732273,,08/05/2016 10:59:00 AM,08/05/2016 10:59:00 AM,1601 E Slaughter Ln #514 in Austin (TX),Stray,Injured,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Brown Tabby,7,52225,A732273,,08/12/2016 02:32:00 PM,08/12/2016 02:32:00 PM,08/05/2004,Transfer,Partner,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Brown Tabby,4383,Cat
695,A707453,*Willow,07/13/2015 12:15:00 PM,07/13/2015 12:15:00 PM,1221 West Ben White in Austin (TX),Stray,Normal,Kitten,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby,6,16345,A707453,*Willow,07/19/2015 07:20:00 PM,07/19/2015 07:20:00 PM,04/13/2015,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,91,Cat
696,A769453,*Clawford,04/05/2018 08:12:00 AM,04/05/2018 08:12:00 AM,Austin (TX),Stray,Nursing,Kitten,Intact Male,2 days,Domestic Shorthair Mix,Brown Tabby,149,63599,A769453,*Clawford,09/01/2018 06:46:00 PM,09/01/2018 06:46:00 PM,04/03/2018,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby,2,Cat
697,A723116,,03/26/2016 11:37:00 PM,03/26/2016 11:37:00 PM,"2209 Rutland Dr, Unit B in Austin (TX)",Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,0,90531,A723116,,03/27/2016 04:43:00 PM,03/27/2016 04:43:00 PM,03/26/2015,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,366,Other
698,A781670,,10/03/2018 03:49:00 PM,10/03/2018 03:49:00 PM,2930 Ellon Road in Del Valle (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby,4,24139,A781670,,10/07/2018 07:03:00 PM,10/07/2018 07:03:00 PM,10/03/2017,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby,365,Cat
699,A704765,*Suzie,06/08/2015 06:05:00 PM,06/08/2015 06:05:00 PM,309 Thelma Drive in Austin (TX),Stray,Normal,Kitten,Intact Female,1 month,Domestic Shorthair Mix,Tortie,42,68821,A704765,*Suzie,07/21/2015 02:09:00 PM,07/21/2015 02:09:00 PM,04/26/2015,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,43,Cat
700,A734484,*Blossom,09/07/2016 12:54:00 PM,09/07/2016 12:54:00 PM,1206 Blackfoot in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Beagle Mix,White/Tan,21,43930,A734484,*Blossom,09/28/2016 04:04:00 PM,09/28/2016 04:04:00 PM,09/07/2013,Return to Owner,,Dog,Intact Female,3 years,Beagle Mix,White/Tan,1096,Dog
701,A720873,,02/16/2016 04:25:00 PM,02/16/2016 04:25:00 PM,Anderson Mill Rd And Villa Park Dr in Austin (TX),Stray,Normal,Puppy,Intact Female,4 months,Labrador Retriever Mix,White/Tan,4,67221,A720873,,02/20/2016 09:14:00 PM,02/20/2016 09:14:00 PM,10/16/2015,Adoption,,Dog,Spayed Female,4 months,Labrador Retriever Mix,White/Tan,123,Dog
702,A719358,*Jimmy,01/18/2016 12:38:00 PM,01/18/2016 12:38:00 PM,1000 W Rundberg Ln in Austin (TX),Stray,Aged,Dog,Intact Male,5 years,Chihuahua Shorthair Mix,Tan/White,12,43584,A719358,*Jimmy,01/31/2016 12:00:00 AM,01/31/2016 12:00:00 AM,01/18/2011,Transfer,Partner,Dog,Intact Male,5 years,Chihuahua Shorthair Mix,Tan/White,1826,Dog
703,A751418,,06/08/2017 08:22:00 AM,06/08/2017 08:22:00 AM,2105 Gracey Farms Lane in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Opossum,Gray/Black,0,28879,A751418,,06/08/2017 08:55:00 AM,06/08/2017 08:55:00 AM,06/08/2015,Died,Enroute,Other,Unknown,2 years,Opossum,Gray/Black,731,Other
704,A742096,*Flint,01/14/2017 03:33:00 PM,01/14/2017 03:33:00 PM,9700 Teasdale in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown,11,58447,A742096,*Flint,01/26/2017 01:09:00 PM,01/26/2017 01:09:00 PM,01/14/2016,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown,366,Dog
705,A672489,*Emmie,02/13/2014 06:41:00 PM,02/13/2014 06:41:00 PM,Sahara And Mojave in Austin (TX),Stray,Normal,Dog,Intact Female,8 months,Pit Bull Mix,Brown Brindle,98,64536,A672489,*Emmie,05/23/2014 02:09:00 PM,05/23/2014 02:09:00 PM,06/11/2013,Adoption,,Dog,Spayed Female,11 months,Pit Bull Mix,Brown Brindle,247,Dog
706,A687599,Cai,09/07/2014 11:29:00 AM,09/07/2014 11:29:00 AM,Becker Lane And Maha Loop in Travis (TX),Stray,Normal,Puppy,Intact Male,2 months,Pointer Mix,White/Brown,5,83606,A687599,Cai,09/12/2014 06:28:00 PM,09/12/2014 06:28:00 PM,06/22/2014,Adoption,,Dog,Neutered Male,2 months,Pointer Mix,White/Brown,77,Dog
707,A668729,Riley,12/08/2013 11:52:00 AM,12/08/2013 11:52:00 AM,Rundberg And Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Boxer Mix,Brown Brindle,9,79411,A668729,Riley,12/17/2013 02:50:00 PM,12/17/2013 02:50:00 PM,12/08/2012,Adoption,,Dog,Neutered Male,1 year,Boxer Mix,Brown Brindle,365,Dog
708,A688621,Kitty Garcia,08/19/2016 11:55:00 AM,08/19/2016 11:55:00 AM,Austin (TX),Owner Surrender,Sick,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Blue,7,35740,A688621,Kitty Garcia,08/26/2016 02:32:00 PM,08/26/2016 02:32:00 PM,09/21/2011,Return to Owner,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Blue,1794,Cat
709,A689228,Louie,10/01/2014 07:21:00 AM,10/01/2014 07:21:00 AM,3005 S. Lamar in Austin (TX),Stray,Normal,Puppy,Intact Male,4 months,Dachshund/Chihuahua Shorthair,Sable/Tan,4,47577,A689228,Louie,10/05/2014 05:09:00 PM,10/05/2014 05:09:00 PM,06/01/2014,Adoption,,Dog,Neutered Male,4 months,Dachshund/Chihuahua Shorthair,Sable/Tan,122,Dog
710,A763040,Sky,12/01/2017 05:43:00 PM,12/01/2017 05:43:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Spayed Female,6 years,Domestic Shorthair Mix,White/Blue,35,27795,A763040,Sky,01/06/2018 12:25:00 PM,01/06/2018 12:25:00 PM,12/01/2011,Rto-Adopt,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,White/Blue,2192,Cat
711,A726707,,05/13/2016 02:42:00 PM,05/13/2016 02:42:00 PM,Levander Loop in Austin (TX),Wildlife,Injured,Other,Unknown,2 months,Rabbit Sh Mix,Brown/White,0,53635,A726707,,05/13/2016 02:47:00 PM,05/13/2016 02:47:00 PM,02/13/2016,Euthanasia,Suffering,Other,Unknown,2 months,Rabbit Sh Mix,Brown/White,90,Other
712,A726816,,05/14/2016 07:27:00 PM,05/14/2016 07:27:00 PM,139 Bolles Cicrle in Austin (TX),Stray,Injured,Cat,Intact Male,5 months,Domestic Medium Hair Mix,Black,1,52298,A726816,,05/16/2016 09:06:00 AM,05/16/2016 09:06:00 AM,11/14/2015,Transfer,Partner,Cat,Intact Male,6 months,Domestic Medium Hair Mix,Black,182,Cat
713,A783008,,10/24/2018 10:12:00 AM,10/24/2018 10:12:00 AM,8108 Cardin in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Raccoon Mix,Black/Gray,0,74801,A783008,,10/24/2018 11:26:00 AM,10/24/2018 11:26:00 AM,10/24/2017,Died,In Kennel,Other,Unknown,1 year,Raccoon Mix,Black/Gray,365,Other
714,A677271,,04/22/2014 05:00:00 PM,04/22/2014 05:00:00 PM,5905 Lookout Mountain Dr in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Gray/Black,0,30949,A677271,,04/22/2014 06:00:00 PM,04/22/2014 06:00:00 PM,04/22/2013,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon Mix,Gray/Black,365,Other
715,A717109,Max,01/06/2016 04:47:00 PM,01/06/2016 04:47:00 PM,5903 Wideleaf in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Golden Retriever/Australian Cattle Dog,Tan,4,38833,A717109,Max,01/11/2016 10:36:00 AM,01/11/2016 10:36:00 AM,12/02/2013,Adoption,,Dog,Neutered Male,2 years,Golden Retriever/Australian Cattle Dog,Tan,765,Dog
716,A734896,Meme,09/15/2016 09:28:00 AM,09/15/2016 09:28:00 AM,11919 Manchaca Rd in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Brown Tabby,10,36195,A734896,Meme,09/25/2016 10:19:00 PM,09/25/2016 10:19:00 PM,04/15/2016,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Brown Tabby,153,Cat
717,A743443,Jack,02/10/2017 02:08:00 PM,02/10/2017 02:08:00 PM,11215 Research in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Redbone Hound/Rhod Ridgeback,Red,4,51861,A743443,Jack,02/14/2017 06:28:00 PM,02/14/2017 06:28:00 PM,06/10/2016,Adoption,,Dog,Neutered Male,8 months,Redbone Hound/Rhod Ridgeback,Red,245,Dog
718,A700917,,04/21/2015 11:39:00 AM,04/21/2015 11:39:00 AM,4709 Lake George Ln in Austin (TX),Stray,Nursing,Kitten,Unknown,1 week,Domestic Shorthair Mix,Torbie/White,0,5552,A700917,,04/21/2015 11:50:00 AM,04/21/2015 11:50:00 AM,04/14/2015,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Torbie/White,7,Cat
719,A781677,Izzie,10/03/2018 04:10:00 PM,10/03/2018 04:10:00 PM,508 West Odell Street in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Cavalier Span Mix,Tricolor/Black,4,2690,A781677,Izzie,10/08/2018 03:49:00 PM,10/08/2018 03:49:00 PM,10/04/2008,Adoption,,Dog,Spayed Female,10 years,Cavalier Span Mix,Tricolor/Black,3651,Dog
720,A750275,,05/25/2017 10:20:00 AM,05/25/2017 10:20:00 AM,4604 S Lamar Blvd in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Gray/Black,0,76911,A750275,,05/25/2017 10:32:00 AM,05/25/2017 10:32:00 AM,05/25/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon Mix,Gray/Black,365,Other
721,A738335,Newman,11/30/2016 06:52:00 PM,11/30/2016 06:52:00 PM,3201 Duval Rd in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,8,40669,A738335,Newman,12/09/2016 03:59:00 PM,12/09/2016 03:59:00 PM,11/13/2014,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,748,Cat
722,A632022,Dolly,02/07/2014 02:59:00 PM,02/07/2014 02:59:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,13 years,Rat Terrier Mix,White/Black,8,36989,A632022,Dolly,02/16/2014 01:46:00 PM,02/16/2014 01:46:00 PM,02/07/2001,Transfer,Partner,Dog,Spayed Female,13 years,Rat Terrier Mix,White/Black,4748,Dog
723,A677551,,04/26/2014 12:04:00 PM,04/26/2014 12:04:00 PM,2500 Magin Meadow Dr in Austin (TX),Stray,Normal,Kitten,Intact Male,3 weeks,Domestic Medium Hair Mix,Brown Tabby/White,0,57733,A677551,,04/26/2014 03:31:00 PM,04/26/2014 03:31:00 PM,03/30/2014,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Brown Tabby/White,27,Cat
724,A772592,,05/21/2018 01:59:00 PM,05/21/2018 01:59:00 PM,811 Yabers Court in Austin (TX),Stray,Normal,Other,Unknown,1 week,Rabbit Sh Mix,Black,0,67941,A772592,,05/21/2018 02:27:00 PM,05/21/2018 02:27:00 PM,05/14/2018,Transfer,Partner,Other,Unknown,1 week,Rabbit Sh Mix,Black,7,Other
